mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	582						
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	583						
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	584						
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	585						
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	586						
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	587						
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	588						
36	36	140	140	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	589						
36	36	561/4	561/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	590						
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	591						
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	592						
36	36	141	141	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	593						
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	594						
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	595						
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	596						
36	36	142	142	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	597						
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	598						
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	599						
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	600						
36	36	143	143	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	601						
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	602						
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	603						
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	604						
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	605						
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	606						
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	607						
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	608						
37	37	145	145	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	609						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	610						
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	611						
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	612						
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	613						
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	614						
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	615						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	616						
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	617						
38	38	148	148	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	618	ornamentTurn					
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	619						
38	38	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	620						
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	621						
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	622						
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	623						
38	38	151	151	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	624						
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	625						
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	626						
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	627						
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	628						
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	629						
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	630						
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	631						
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	632						
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	633						
39	39	153	153	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	634						
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	635						
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	636						
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	637						
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	638						
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	639						
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	640						
39	39	152	152	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	641						
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	642						
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	643						
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	644						
40	40	157	157	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	645						
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	646						
40	40	315/2	315/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	647						
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	648						
40	40	158	158	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	649						
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	650						
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	651						
40	40	159	159	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	652						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	653						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	654						
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	655						
40	40	157	157	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	656						
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	657						
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	658						
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	659						0
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	660						
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	661						
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	662						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	663						
41	41	162	162	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	664						
42	42	164	164	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	665	ornamentTurn					
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	666						
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	667						
42	42	665/4	665/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	668						
42	42	333/2	333/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	669						
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	670						
42	42	167	167	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	671						
42	42	669/4	669/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	672						
42	42	335/2	335/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	673						
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	674						
42	42	164	164	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	675						
42	42	657/4	657/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	676						
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	677						
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	678						
42	42	165	165	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	679						
42	42	661/4	661/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	680						
42	42	331/2	331/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	681						
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	682						
42	42	166	166	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	683						
42	42	665/4	665/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	684						
42	42	333/2	333/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	685						
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	686						
42	42	167	167	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	687						
42	42	669/4	669/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	688						
42	42	335/2	335/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	689						
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	690						
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	691						1
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	692						
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	693						
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	694						
43	43	171	171	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	695						
43	43	685/4	685/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	696						
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	697						
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	698						
43	43	168	168	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	699						
43	43	673/4	673/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	700						
43	43	337/2	337/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	701						
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	702						
43	43	169	169	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	703						
43	43	677/4	677/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	704						
43	43	339/2	339/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	705						
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	706						
43	43	170	170	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	707						
43	43	681/4	681/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	708						
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	709						
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	710						
43	43	171	171	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	711						
43	43	685/4	685/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	712						
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	713						
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	714						
44	44	172	172	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	715						
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	716						
44	44	173	173	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	717						
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	718						
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	719						
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	720						
44	44	174	174	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16		1/16	1	721						
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	722						
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	723						
44	44	175	175	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	724						
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	725						
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	726						
44	44	172	172	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	727						
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	728						
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	729						
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	730						
44	44	173	173	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	731						
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	732						
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	733						
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	734						
44	44	174	174	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	735						
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	736						
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	737						
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	738						
44	44	175	175	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	739						
44	44	701/4	701/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	740						
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	741						
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	742						
45	45	176	176	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	743						
45	45	705/4	705/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	744						
45	45	353/2	353/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	745						
45	45	707/4	707/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	746						
45	45	177	177	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	747						
45	45	709/4	709/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	748						
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	749						
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	750						
45	45	178	178	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	751						
45	45	713/4	713/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	752						
45	45	357/2	357/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	753						
45	45	715/4	715/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	754						
45	45	179	179	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	755						
45	45	717/4	717/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	756						
45	45	359/2	359/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	757						
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	758						
45	45	176	176	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	759						
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	760						
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	761						
45	45	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	762						
45	45	359/2	359/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	763						
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	764						
46	46	180	180	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	765						
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	766						
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	767						
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	768						
46	46	181	181	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	769						
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	770						
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	771						
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	772						
46	46	182	182	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	773						
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	774						
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	775						
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	776						
46	46	183	183	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	777						
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	778						
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	779						
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	780						
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	781						
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	782						
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	783						
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	784						
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	785						
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	786						
47	47	184	184	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	787						
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	788						
47	47	185	185	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	789						
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	790						
47	47	186	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	791						
47	47	187	187	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	792	ornamentTrill					
47	47	184	184	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	793						
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	794						
47	47	185	185	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	795						
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	796						
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	797						
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	798						
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	799						
48	48	189	189	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	800						
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	801						
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	802						
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	803						
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	804						
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	805						
48	48	189	189	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	806						
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	807						
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	808						
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	809						
48	48	190	190	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	810						
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	811						
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	812						
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	813						
48	48	191	191	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	814						
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	815						
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	816						
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	817						
49	49	192	192	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	818						
49	49	193	193	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	819						
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	820						
49	49	194	194	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	821						
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	822						
49	49	193	193	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	823						
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	824						
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	825						
50	50	196	196	4.0	0	0	Chord	4/4	1	1	1			1	1	826	ornamentTrill					
50	50	196	196	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	827						
50	50	785/4	785/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	828						
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	829						
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	830						
50	50	197	197	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	831						
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	832						
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	833						
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	834						
50	50	198	198	0.0	1/2	1/2	StaffText	4/4	2	1	0							Segue				
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	835						
51	51	200	200	4.0	0	0	Chord	4/4	1	1	1			1	1	836	ornamentTrill					
51	51	200	200	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	837						
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	838						
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	839						
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	840						
51	51	201	201	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	841						
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	842						
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	843						
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	844						
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	845						
52	52	204	204	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	846						
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	847						
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	848						
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	849						
52	52	205	205	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	850						
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	851						
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	852						
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	853						
52	52	206	206	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	854						
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	855						
52	52	207	207	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	856						
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	857						
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	858						
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	859						
52	52	204	204	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	860						
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	861						
53	53	208	208	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	862	ornamentTrill					
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	863						
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	864						
53	53	210	210	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	865						
53	53	208	208	2.0	0	0	Chord	4/4	2	1	1/2		r16	1/2	1	866						
53	53	210	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	867						
54	54	212	212	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	868	ornamentTrill					
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	869						
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	870						
54	54	214	214	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	871	ornamentTrill					
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	872						
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	873						
