mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
49	13	146	146	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	541							
49	13	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	542							
49	13	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	543							
50	14	147	147	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	544							
50	14	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	545							
50	14	148	148	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	546							
50	14	595/4	595/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	547							
50	14	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	548							
50	14	147	147	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	549							
50	14	442/3	442/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	550							
50	14	443/3	443/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	551							
50	14	148	148	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	552							
50	14	445/3	445/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	553							
50	14	446/3	446/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	554							
50	14	149	149	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	555							
50	14	448/3	448/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	556							
50	14	449/3	449/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	557							
51	15	150	150	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	558							
51	15	603/4	603/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	559							
51	15	1207/8	1207/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	560							
51	15	151	151	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	561							
51	15	150	150	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	562							
51	15	451/3	451/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	563							
51	15	452/3	452/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	564							
51	15	151	151	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	565							
51	15	454/3	454/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	566							
51	15	455/3	455/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	567							
51	15	152	152	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	568							
51	15	457/3	457/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	569							
51	15	458/3	458/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	570							
52	16	153	153	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	571							
52	16	615/4	615/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	572							
52	16	154	154	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	573							
52	16	619/4	619/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	574							
52	16	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	575							
52	16	153	153	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	576							
52	16	460/3	460/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	577							
52	16	461/3	461/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	578							
52	16	154	154	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	579							
52	16	463/3	463/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	580							
52	16	464/3	464/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	581							
52	16	155	155	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	582							
52	16	466/3	466/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	583							
52	16	467/3	467/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	584							
53	17	156	156	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	585							
53	17	625/4	625/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	586							
53	17	157	157	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	587							
53	17	629/4	629/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16		1/8	3/2	588							
53	17	158	158	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	589							
53	17	633/4	633/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	590							
53	17	156	156	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	591							
53	17	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	592							
53	17	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	593							
53	17	157	157	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	594							
53	17	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	595							
53	17	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	596							
53	17	158	158	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	597							
53	17	475/3	475/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	598							
53	17	476/3	476/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	599							
54	18	159	159	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	600							
54	18	159	159	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	601							
54	18	478/3	478/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	602							
54	18	479/3	479/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	603							
54	18	160	160	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	604							
54	18	481/3	481/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	605							
54	18	482/3	482/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	606							
54	18	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607							
55	1	162	162	0.0	0	0	StaffText	3/4	1	1	0							<b>Var. 3</b>				
55	1	162	162	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	608							
55	1	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	609							
55	1	325/2	325/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	610							
55	1	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	611							
55	1	163	163	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	612							
55	1	653/4	653/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	613							
55	1	327/2	327/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	614							
55	1	655/4	655/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	615							
55	1	164	164	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	616							
55	1	657/4	657/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	617							
55	1	329/2	329/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	618							
55	1	659/4	659/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	619							
55	1	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	620							
56	2	165	165	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	621							
56	2	661/4	661/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	622							
56	2	331/2	331/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	623							
56	2	663/4	663/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	624							
56	2	166	166	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	625							
56	2	665/4	665/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	626							
56	2	333/2	333/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	627							
56	2	667/4	667/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	628							
56	2	167	167	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	629							
56	2	669/4	669/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	630							
56	2	335/2	335/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	631							
56	2	671/4	671/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	632							
56	2	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	633							
56	2	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	634							
56	2	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	635							
57	3	168	168	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	636							
57	3	673/4	673/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	637							
57	3	337/2	337/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	638							
57	3	675/4	675/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	639							
57	3	169	169	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	640							
57	3	677/4	677/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	641							
57	3	339/2	339/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	642							
57	3	679/4	679/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	643							
57	3	170	170	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	644							
57	3	681/4	681/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	645							
57	3	341/2	341/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	646							
57	3	683/4	683/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	647							
57	3	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	648							
57	3	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	649							
57	3	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	650							
58	4	171	171	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	651							
58	4	685/4	685/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	652							
58	4	343/2	343/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	653							
58	4	687/4	687/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	654							
58	4	172	172	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	655							
58	4	689/4	689/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	656							
58	4	345/2	345/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	657							
58	4	691/4	691/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	658							
58	4	173	173	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	659							
58	4	693/4	693/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	660							
58	4	347/2	347/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	661							
58	4	695/4	695/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	662							
58	4	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	663							
59	5	174	174	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	664							
59	5	697/4	697/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	665							
59	5	349/2	349/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	666							
59	5	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	667							
59	5	175	175	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	668							
59	5	701/4	701/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	669							
59	5	351/2	351/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	670							
59	5	703/4	703/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	671							
59	5	176	176	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	672							
59	5	705/4	705/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	673							
59	5	353/2	353/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	674							
59	5	707/4	707/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	675							
59	5	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	676							
59	5	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677							
59	5	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	678							
60	6	177	177	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	679		ornamentTrill					
60	6	709/4	709/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	680							
60	6	355/2	355/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	681							
60	6	711/4	711/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	682							
60	6	178	178	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	683		ornamentTrill					
60	6	713/4	713/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	684							
60	6	357/2	357/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	685							
60	6	715/4	715/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	686							
60	6	179	179	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	687		ornamentTrill					
60	6	717/4	717/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	688							
60	6	359/2	359/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	689							
60	6	719/4	719/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	690							
60	6	177	177	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	691							
60	6	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	692							
61	7	180	180	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	693							
61	7	721/4	721/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	694							
61	7	361/2	361/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	695							
61	7	723/4	723/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	696							
61	7	181	181	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	697							
61	7	725/4	725/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	698							
61	7	363/2	363/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	699							
61	7	727/4	727/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	700							
61	7	182	182	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	701							
61	7	729/4	729/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	702							
61	7	365/2	365/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	703							
61	7	731/4	731/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	704							
61	7	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	705							
61	7	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	706							
61	7	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	707							
62	8	183	183	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	708							
62	8	733/4	733/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	709							
62	8	367/2	367/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	710							
62	8	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	711							
62	8	184	184	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	712							
62	8	737/4	737/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	713							
62	8	369/2	369/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	714							
62	8	739/4	739/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	715							
62	8	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	716							
62	8	185	185	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	717							
62	8	741/4	741/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	718							
62	8	371/2	371/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	719							
62	8	743/4	743/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	720							
63	9	186	186	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	721							
63	9	745/4	745/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	722							
63	9	373/2	373/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	723							
63	9	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	724							
63	9	187	187	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	725							
63	9	749/4	749/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	726							
63	9	375/2	375/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	727							
63	9	751/4	751/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	728							
63	9	188	188	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	729							
63	9	753/4	753/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	730							
63	9	377/2	377/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	731							
63	9	755/4	755/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	732							
63	9	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	733							
63	9	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	734							
63	9	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	735							
64	10	189	189	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	736							
64	10	757/4	757/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	737							
64	10	379/2	379/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	738							
64	10	759/4	759/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	739							
64	10	190	190	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	740							
64	10	761/4	761/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	741							
64	10	381/2	381/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	742							
64	10	763/4	763/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	743							
64	10	191	191	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	744							
64	10	765/4	765/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	745							
64	10	383/2	383/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	746							
64	10	767/4	767/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	747							
64	10	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	748							
65	11	192	192	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	749							
65	11	769/4	769/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	750							
65	11	385/2	385/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	751							
65	11	771/4	771/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	752							
65	11	193	193	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	753							
65	11	773/4	773/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	754							
65	11	387/2	387/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	755							
65	11	775/4	775/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	756							
65	11	194	194	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	757							
65	11	777/4	777/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	758							
65	11	389/2	389/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	759							
65	11	779/4	779/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	760							
65	11	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	761							
65	11	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	762							
66	12	195	195	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	763							
66	12	781/4	781/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	764							
66	12	391/2	391/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	765							
66	12	783/4	783/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	766							
66	12	196	196	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	767							
66	12	785/4	785/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	768							
66	12	393/2	393/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	769							
66	12	787/4	787/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	770							
66	12	197	197	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	771							
66	12	789/4	789/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	772							
66	12	395/2	395/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	773							
66	12	791/4	791/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	774							
66	12	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	775							
67	13	198	198	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	776							
67	13	793/4	793/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	777							
67	13	397/2	397/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	778							
67	13	795/4	795/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	779							
67	13	199	199	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	780							
67	13	797/4	797/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	781							
67	13	399/2	399/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	782							
67	13	799/4	799/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	783							
67	13	200	200	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	784							
67	13	801/4	801/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	785							
67	13	401/2	401/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	786							
67	13	803/4	803/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	787							
67	13	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	788							
67	13	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	789							
67	13	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	790							
68	14	201	201	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	791		ornamentTrill					
68	14	805/4	805/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	792							
68	14	403/2	403/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	793							
68	14	807/4	807/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	794							
68	14	202	202	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	795		ornamentTrill					
68	14	809/4	809/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	796							
68	14	405/2	405/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	797							
68	14	811/4	811/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	798							
68	14	203	203	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	799		ornamentTrill					
68	14	813/4	813/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	800							
68	14	407/2	407/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	801							
68	14	815/4	815/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	802							
68	14	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	803							
68	14	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	804							
68	14	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	805							
69	15	204	204	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	806							
69	15	817/4	817/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	807							
69	15	409/2	409/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	808							
69	15	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	809							
69	15	205	205	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	810							
69	15	821/4	821/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	811							
69	15	411/2	411/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	812							
69	15	823/4	823/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	813							
69	15	206	206	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	814							
69	15	825/4	825/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	815							
69	15	413/2	413/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	816							
69	15	827/4	827/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	817							
69	15	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	818							
69	15	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	819							
69	15	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820							
70	16	207	207	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	821		ornamentTrill					
70	16	829/4	829/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	822							
70	16	415/2	415/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	823							
70	16	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	824							
70	16	208	208	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	825		ornamentTrill					
70	16	833/4	833/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	826							
